[I 2025-08-09 21:08:18,776] A new study created in memory with name: no-name-9a3cf3a5-d652-4a42-bfe3-7ac909280ec6
Mode-0 approx rank: 3/38
Estimated noise variance from mode-0: 0.0
Mode-1 approx rank: 6/20
Estimated noise variance from mode-1: 0.000177825332097206
Mode-2 approx rank: 5/24
Estimated noise variance from mode-2: 0.00023936783613024662
Mode-3 approx rank: 1/60
Estimated noise variance from mode-3: 9.580494086985005e-05

  0%|          | 0/500 [00:00<?, ?it/s]/mnt/ffs24/home/mondalra/Anomaly_Detection/src/proximal_ops/prox_overlapping_grouped_l21.py:405: UserWarning: Sparse CSR tensor support is in beta state. If you miss a functionality in the sparse tensor support, please submit a feature request to https://github.com/pytorch/pytorch/issues. (Triggered internally at /home/conda/feedstock_root/build_artifacts/libtorch_1742922447420/work/aten/src/ATen/SparseCsrTensorImpl.cpp:53.)
  G_ind = torch.sparse_csr_tensor(A_r.indptr, A_r.indices, A_r.data, device=device, dtype=dtype)

                                       
  0%|          | 0/500 [00:10<?, ?it/s]
  0%|          | 1/500 [00:10<1:29:02, 10.71s/it]
                                                 
  0%|          | 1/500 [00:19<1:29:02, 10.71s/it]
  0%|          | 2/500 [00:19<1:18:37,  9.47s/it]
                                                 
  0%|          | 2/500 [00:27<1:18:37,  9.47s/it]
  1%|          | 3/500 [00:27<1:14:53,  9.04s/it]
                                                 
  3%|▎         | 13/500 [02:01<1:09:35,  8.57s/it]
  3%|▎         | 14/500 [02:01<1:09:23,  8.57s/it]
                                                  

  3%|▎         | 14/500 [02:10<1:09:23,  8.57s/it]
  3%|▎         | 15/500 [02:10<1:09:11,  8.56s/it]
                                                  

  3%|▎         | 15/500 [02:19<1:09:11,  8.56s/it]
  3%|▎         | 16/500 [02:19<1:09:04,  8.56s/it]
                                                  

  3%|▎         | 16/500 [02:27<1:09:04,  8.56s/it]
  3%|▎         | 17/500 [02:27<1:08:48,  8.55s/it]
                                                  

  3%|▎         | 17/500 [02:36<1:08:48,  8.55s/it]
  4%|▎         | 18/500 [02:36<1:08:36,  8.54s/it]
                                                  

  4%|▎         | 18/500 [02:44<1:08:36,  8.54s/it]
  4%|▍         | 19/500 [02:44<1:08:26,  8.54s/it]
                                                  

  4%|▍         | 19/500 [02:53<1:08:26,  8.54s/it]
  4%|▍         | 20/500 [02:53<1:08:22,  8.55s/it]
                                                  

  4%|▍         | 20/500 [03:01<1:08:22,  8.55s/it]
  4%|▍         | 21/500 [03:01<1:08:16,  8.55s/it]
                                                  

  4%|▍         | 21/500 [03:10<1:08:16,  8.55s/it]
  4%|▍         | 22/500 [03:10<1:08:00,  8.54s/it]
                                                  

  4%|▍         | 22/500 [03:18<1:08:00,  8.54s/it]
  5%|▍         | 23/500 [03:18<1:07:53,  8.54s/it]
                                                  

  5%|▍         | 23/500 [03:27<1:07:53,  8.54s/it]
  5%|▍         | 24/500 [03:27<1:07:43,  8.54s/it]
                                                  

  5%|▍         | 24/500 [03:35<1:07:43,  8.54s/it]
  5%|▌         | 25/500 [03:35<1:07:36,  8.54s/it]
                                                  

  5%|▌         | 25/500 [03:44<1:07:36,  8.54s/it]
  5%|▌         | 26/500 [03:44<1:07:33,  8.55s/it]
                                                  

  5%|▌         | 26/500 [03:52<1:07:33,  8.55s/it]
  5%|▌         | 27/500 [03:52<1:07:26,  8.55s/it]
                                                  

  5%|▌         | 27/500 [04:01<1:07:26,  8.55s/it]
  6%|▌         | 28/500 [04:01<1:07:09,  8.54s/it]
                                                  

  6%|▌         | 28/500 [04:10<1:07:09,  8.54s/it]
  6%|▌         | 29/500 [04:10<1:07:04,  8.54s/it]
                                                  

  6%|▌         | 29/500 [04:18<1:07:04,  8.54s/it]
  6%|▌         | 30/500 [04:18<1:06:59,  8.55s/it]
                                                  

  6%|▌         | 30/500 [04:27<1:06:59,  8.55s/it]
  6%|▌         | 31/500 [04:27<1:06:55,  8.56s/it]
                                                  

  6%|▌         | 31/500 [04:35<1:06:55,  8.56s/it]
  6%|▋         | 32/500 [04:35<1:06:38,  8.54s/it]
                                                  

  6%|▋         | 32/500 [04:44<1:06:38,  8.54s/it]
  7%|▋         | 33/500 [04:44<1:06:28,  8.54s/it]
                                                  

  7%|▋         | 33/500 [04:52<1:06:28,  8.54s/it]
  7%|▋         | 34/500 [04:52<1:06:26,  8.55s/it]
                                                  

  7%|▋         | 34/500 [05:01<1:06:26,  8.55s/it]
  7%|▋         | 35/500 [05:01<1:06:18,  8.56s/it]
                                                  

  7%|▋         | 35/500 [05:09<1:06:18,  8.56s/it]
  7%|▋         | 36/500 [05:09<1:06:18,  8.57s/it]
                                                  

  7%|▋         | 36/500 [05:18<1:06:18,  8.57s/it]
  7%|▋         | 37/500 [05:18<1:06:08,  8.57s/it]
                                                  

  7%|▋         | 37/500 [05:27<1:06:08,  8.57s/it]
  8%|▊         | 38/500 [05:27<1:05:59,  8.57s/it]
                                                  

  8%|▊         | 38/500 [05:35<1:05:59,  8.57s/it]
  8%|▊         | 39/500 [05:35<1:05:38,  8.54s/it]
                                                  

  8%|▊         | 39/500 [05:44<1:05:38,  8.54s/it]
  8%|▊         | 40/500 [05:44<1:05:30,  8.54s/it]
                                                  

  8%|▊         | 40/500 [05:52<1:05:30,  8.54s/it]
  8%|▊         | 41/500 [05:52<1:05:21,  8.54s/it]
                                                  

  8%|▊         | 41/500 [06:01<1:05:21,  8.54s/it]
  8%|▊         | 42/500 [06:01<1:05:15,  8.55s/it]
                                                  

  8%|▊         | 42/500 [06:09<1:05:15,  8.55s/it]
  9%|▊         | 43/500 [06:09<1:04:59,  8.53s/it]
                                                  

  9%|▊         | 43/500 [06:18<1:04:59,  8.53s/it]
  9%|▉         | 44/500 [06:18<1:04:51,  8.53s/it]
                                                  

  9%|▉         | 44/500 [06:26<1:04:51,  8.53s/it]
  9%|▉         | 45/500 [06:26<1:04:37,  8.52s/it]
                                                  

  9%|▉         | 45/500 [06:35<1:04:37,  8.52s/it]
  9%|▉         | 46/500 [06:35<1:04:34,  8.53s/it]
                                                  

  9%|▉         | 46/500 [06:43<1:04:34,  8.53s/it]
  9%|▉         | 47/500 [06:43<1:04:29,  8.54s/it]
                                                  

  9%|▉         | 47/500 [06:52<1:04:29,  8.54s/it]
 10%|▉         | 48/500 [06:52<1:04:16,  8.53s/it]
                                                  

 10%|▉         | 48/500 [07:00<1:04:16,  8.53s/it]
 10%|▉         | 49/500 [07:00<1:04:12,  8.54s/it]
                                                  

 10%|▉         | 49/500 [07:09<1:04:12,  8.54s/it]
 10%|█         | 50/500 [07:09<1:04:05,  8.55s/it]
                                                  

 10%|█         | 50/500 [07:18<1:04:05,  8.55s/it]
 10%|█         | 51/500 [07:18<1:04:00,  8.55s/it]
                                                  

 10%|█         | 51/500 [07:26<1:04:00,  8.55s/it]
 10%|█         | 52/500 [07:26<1:03:57,  8.56s/it]
                                                  

 10%|█         | 52/500 [07:35<1:03:57,  8.56s/it]
 11%|█         | 53/500 [07:35<1:03:48,  8.56s/it]
                                                  

 11%|█         | 53/500 [07:43<1:03:48,  8.56s/it]
 11%|█         | 54/500 [07:43<1:03:42,  8.57s/it]
                                                  

 11%|█         | 54/500 [07:52<1:03:42,  8.57s/it]
 11%|█         | 55/500 [07:52<1:03:34,  8.57s/it]
                                                  

 11%|█         | 55/500 [08:00<1:03:34,  8.57s/it]
 11%|█         | 56/500 [08:00<1:03:26,  8.57s/it]
                                                  

 11%|█         | 56/500 [08:09<1:03:26,  8.57s/it]
 11%|█▏        | 57/500 [08:09<1:03:09,  8.55s/it]
                                                  

 11%|█▏        | 57/500 [08:18<1:03:09,  8.55s/it]
 12%|█▏        | 58/500 [08:18<1:03:03,  8.56s/it]
                                                  

 12%|█▏        | 58/500 [08:26<1:03:03,  8.56s/it]
 12%|█▏        | 59/500 [08:26<1:02:55,  8.56s/it]
                                                  

 12%|█▏        | 59/500 [08:35<1:02:55,  8.56s/it]
 12%|█▏        | 60/500 [08:35<1:02:46,  8.56s/it]
                                                  

 12%|█▏        | 60/500 [08:43<1:02:46,  8.56s/it]
 12%|█▏        | 61/500 [08:43<1:02:38,  8.56s/it]
                                                  

 12%|█▏        | 61/500 [08:52<1:02:38,  8.56s/it]
 12%|█▏        | 62/500 [08:52<1:02:31,  8.56s/it]
                                                  

 12%|█▏        | 62/500 [09:00<1:02:31,  8.56s/it]
 13%|█▎        | 63/500 [09:00<1:02:21,  8.56s/it]
                                                  

 13%|█▎        | 63/500 [09:09<1:02:21,  8.56s/it]
 13%|█▎        | 64/500 [09:09<1:02:07,  8.55s/it]
                                                  

 13%|█▎        | 64/500 [09:17<1:02:07,  8.55s/it]
 13%|█▎        | 65/500 [09:17<1:01:58,  8.55s/it]
                                                  

 13%|█▎        | 65/500 [09:26<1:01:58,  8.55s/it]
 13%|█▎        | 66/500 [09:26<1:01:52,  8.56s/it]
                                                  

 13%|█▎        | 66/500 [09:35<1:01:52,  8.56s/it]
 13%|█▎        | 67/500 [09:35<1:01:45,  8.56s/it]
                                                  

 13%|█▎        | 67/500 [09:43<1:01:45,  8.56s/it]
 14%|█▎        | 68/500 [09:43<1:01:50,  8.59s/it]
                                                  

 14%|█▎        | 68/500 [09:52<1:01:50,  8.59s/it]
 14%|█▍        | 69/500 [09:52<1:01:33,  8.57s/it]
                                                  

 14%|█▍        | 69/500 [10:00<1:01:33,  8.57s/it]
 14%|█▍        | 70/500 [10:00<1:01:21,  8.56s/it]
                                                  

 14%|█▍        | 70/500 [10:09<1:01:21,  8.56s/it]
 14%|█▍        | 71/500 [10:09<1:01:11,  8.56s/it]
                                                  

 14%|█▍        | 71/500 [10:17<1:01:11,  8.56s/it]
 14%|█▍        | 72/500 [10:17<1:01:04,  8.56s/it]
                                                  

 14%|█▍        | 72/500 [10:26<1:01:04,  8.56s/it]
 15%|█▍        | 73/500 [10:26<1:00:53,  8.56s/it]
                                                  

 15%|█▍        | 73/500 [10:35<1:00:53,  8.56s/it]
 15%|█▍        | 74/500 [10:35<1:00:48,  8.56s/it]
                                                  

 15%|█▍        | 74/500 [10:43<1:00:48,  8.56s/it]
 15%|█▌        | 75/500 [10:43<1:00:39,  8.56s/it]
                                                  

 15%|█▌        | 75/500 [10:52<1:00:39,  8.56s/it]
 15%|█▌        | 76/500 [10:52<1:00:32,  8.57s/it]
                                                  

 15%|█▌        | 76/500 [11:00<1:00:32,  8.57s/it]
 15%|█▌        | 77/500 [11:00<1:00:19,  8.56s/it]
                                                  

 15%|█▌        | 77/500 [11:09<1:00:19,  8.56s/it]
 16%|█▌        | 78/500 [11:09<1:00:05,  8.54s/it]
                                                  

 16%|█▌        | 78/500 [11:17<1:00:05,  8.54s/it]
 16%|█▌        | 79/500 [11:17<59:58,  8.55s/it]  
                                                

 16%|█▌        | 79/500 [11:26<59:58,  8.55s/it]
 16%|█▌        | 80/500 [11:26<59:46,  8.54s/it]
                                                

 16%|█▌        | 80/500 [11:34<59:46,  8.54s/it]
 16%|█▌        | 81/500 [11:34<59:39,  8.54s/it]
                                                

 16%|█▌        | 81/500 [11:43<59:39,  8.54s/it]
 16%|█▋        | 82/500 [11:43<59:34,  8.55s/it]
                                                

 16%|█▋        | 82/500 [11:52<59:34,  8.55s/it]
 17%|█▋        | 83/500 [11:52<59:28,  8.56s/it]
                                                

 17%|█▋        | 83/500 [12:00<59:28,  8.56s/it]
 17%|█▋        | 84/500 [12:00<59:22,  8.56s/it]
                                                

 17%|█▋        | 84/500 [12:09<59:22,  8.56s/it]
 17%|█▋        | 85/500 [12:09<59:14,  8.57s/it]
                                                

 17%|█▋        | 85/500 [12:17<59:14,  8.57s/it]
 17%|█▋        | 86/500 [12:17<59:07,  8.57s/it]
                                                

 17%|█▋        | 86/500 [12:26<59:07,  8.57s/it]
 17%|█▋        | 87/500 [12:26<58:49,  8.55s/it]
                                                

 17%|█▋        | 87/500 [12:34<58:49,  8.55s/it]
 18%|█▊        | 88/500 [12:34<58:42,  8.55s/it]
                                                

 18%|█▊        | 88/500 [12:43<58:42,  8.55s/it]
 18%|█▊        | 89/500 [12:43<58:34,  8.55s/it]
                                                

 18%|█▊        | 89/500 [12:51<58:34,  8.55s/it]
 18%|█▊        | 90/500 [12:51<58:25,  8.55s/it]
                                                

 18%|█▊        | 90/500 [13:00<58:25,  8.55s/it]
 18%|█▊        | 91/500 [13:00<58:18,  8.55s/it]
                                                

 18%|█▊        | 91/500 [13:08<58:18,  8.55s/it]
 18%|█▊        | 92/500 [13:08<58:04,  8.54s/it]
                                                

 18%|█▊        | 92/500 [13:17<58:04,  8.54s/it]
 19%|█▊        | 93/500 [13:17<57:54,  8.54s/it]
                                                

 19%|█▊        | 93/500 [13:26<57:54,  8.54s/it]
 19%|█▉        | 94/500 [13:26<57:47,  8.54s/it]
                                                

 19%|█▉        | 94/500 [13:34<57:47,  8.54s/it]
 19%|█▉        | 95/500 [13:34<57:40,  8.54s/it]
                                                

 19%|█▉        | 95/500 [13:43<57:40,  8.54s/it]
 19%|█▉        | 96/500 [13:43<57:31,  8.54s/it]
                                                

 19%|█▉        | 96/500 [13:51<57:31,  8.54s/it]
 19%|█▉        | 97/500 [13:51<57:25,  8.55s/it]
                                                

 19%|█▉        | 97/500 [14:00<57:25,  8.55s/it]
 20%|█▉        | 98/500 [14:00<57:29,  8.58s/it]
                                                

 20%|█▉        | 98/500 [14:08<57:29,  8.58s/it]
 20%|█▉        | 99/500 [14:08<57:17,  8.57s/it]
                                                

 20%|█▉        | 99/500 [14:17<57:17,  8.57s/it]
 20%|██        | 100/500 [14:17<57:04,  8.56s/it]
                                                 

 20%|██        | 100/500 [14:25<57:04,  8.56s/it]
 20%|██        | 101/500 [14:25<56:46,  8.54s/it]
                                                 

 20%|██        | 101/500 [14:34<56:46,  8.54s/it]
 20%|██        | 102/500 [14:34<56:30,  8.52s/it]
                                                 

 20%|██        | 102/500 [14:42<56:30,  8.52s/it]
 21%|██        | 103/500 [14:42<56:14,  8.50s/it]
                                                 

 21%|██        | 103/500 [14:51<56:14,  8.50s/it]
 21%|██        | 104/500 [14:51<56:08,  8.51s/it]
                                                 

 21%|██        | 104/500 [14:59<56:08,  8.51s/it]
 21%|██        | 105/500 [14:59<56:01,  8.51s/it]
                                                 

 21%|██        | 105/500 [15:08<56:01,  8.51s/it]
 21%|██        | 106/500 [15:08<55:51,  8.51s/it]
                                                 

 21%|██        | 106/500 [15:16<55:51,  8.51s/it]
 21%|██▏       | 107/500 [15:16<55:45,  8.51s/it]
                                                 

 21%|██▏       | 107/500 [15:25<55:45,  8.51s/it]
 22%|██▏       | 108/500 [15:25<55:32,  8.50s/it]
                                                 

 22%|██▏       | 108/500 [15:33<55:32,  8.50s/it]
 22%|██▏       | 109/500 [15:33<55:24,  8.50s/it]
                                                 

 22%|██▏       | 109/500 [15:42<55:24,  8.50s/it]
 22%|██▏       | 110/500 [15:42<55:13,  8.50s/it]
                                                 

 22%|██▏       | 110/500 [15:50<55:13,  8.50s/it]
 22%|██▏       | 111/500 [15:50<55:08,  8.51s/it]
                                                 

 22%|██▏       | 111/500 [15:59<55:08,  8.51s/it]
 22%|██▏       | 112/500 [15:59<55:02,  8.51s/it]
                                                 

 22%|██▏       | 112/500 [16:07<55:02,  8.51s/it]
 23%|██▎       | 113/500 [16:07<54:53,  8.51s/it]
                                                 

 23%|██▎       | 113/500 [16:16<54:53,  8.51s/it]
 23%|██▎       | 114/500 [16:16<54:46,  8.51s/it]
                                                 

 23%|██▎       | 114/500 [16:24<54:46,  8.51s/it]
 23%|██▎       | 115/500 [16:24<54:37,  8.51s/it]
                                                 

 23%|██▎       | 115/500 [16:33<54:37,  8.51s/it]
 23%|██▎       | 116/500 [16:33<54:30,  8.52s/it]
                                                 

 23%|██▎       | 116/500 [16:42<54:30,  8.52s/it]
 23%|██▎       | 117/500 [16:42<54:21,  8.52s/it]
                                                 

 23%|██▎       | 117/500 [16:50<54:21,  8.52s/it]
 24%|██▎       | 118/500 [16:50<54:14,  8.52s/it]
                                                 

 24%|██▎       | 118/500 [16:59<54:14,  8.52s/it]
 24%|██▍       | 119/500 [16:59<54:05,  8.52s/it]
                                                 

 24%|██▍       | 119/500 [17:07<54:05,  8.52s/it]
 24%|██▍       | 120/500 [17:07<53:56,  8.52s/it]
                                                 

 24%|██▍       | 120/500 [17:16<53:56,  8.52s/it]
 24%|██▍       | 121/500 [17:16<53:47,  8.51s/it]
                                                 

 24%|██▍       | 121/500 [17:24<53:47,  8.51s/it]
 24%|██▍       | 122/500 [17:24<53:39,  8.52s/it]
                                                 

 24%|██▍       | 122/500 [17:33<53:39,  8.52s/it]
 25%|██▍       | 123/500 [17:33<53:29,  8.51s/it]
                                                 

 25%|██▍       | 123/500 [17:41<53:29,  8.51s/it]
 25%|██▍       | 124/500 [17:41<53:22,  8.52s/it]
                                                 

 25%|██▍       | 124/500 [17:50<53:22,  8.52s/it]
 25%|██▌       | 125/500 [17:50<53:13,  8.52s/it]
                                                 

 25%|██▌       | 125/500 [17:58<53:13,  8.52s/it]
 25%|██▌       | 126/500 [17:58<53:00,  8.50s/it]
                                                 

 25%|██▌       | 126/500 [18:07<53:00,  8.50s/it]
 25%|██▌       | 127/500 [18:07<52:46,  8.49s/it]
                                                 

 25%|██▌       | 127/500 [18:15<52:46,  8.49s/it]
 26%|██▌       | 128/500 [18:15<52:51,  8.53s/it]
                                                 

 26%|██▌       | 128/500 [18:24<52:51,  8.53s/it]
 26%|██▌       | 129/500 [18:24<52:42,  8.53s/it]
                                                 

 26%|██▌       | 129/500 [18:32<52:42,  8.53s/it]
 26%|██▌       | 130/500 [18:32<52:30,  8.52s/it]
                                                 

 26%|██▌       | 130/500 [18:41<52:30,  8.52s/it]
 26%|██▌       | 131/500 [18:41<52:20,  8.51s/it]
                                                 

 26%|██▌       | 131/500 [18:49<52:20,  8.51s/it]
 26%|██▋       | 132/500 [18:49<52:10,  8.51s/it]
                                                 

 26%|██▋       | 132/500 [18:58<52:10,  8.51s/it]
 27%|██▋       | 133/500 [18:58<52:01,  8.51s/it]
                                                 

 27%|██▋       | 133/500 [19:06<52:01,  8.51s/it]
 27%|██▋       | 134/500 [19:06<51:52,  8.50s/it]
                                                 

 27%|██▋       | 134/500 [19:15<51:52,  8.50s/it]
 27%|██▋       | 135/500 [19:15<51:43,  8.50s/it]
                                                 

 27%|██▋       | 135/500 [19:23<51:43,  8.50s/it]
 27%|██▋       | 136/500 [19:23<51:36,  8.51s/it]
                                                 

 27%|██▋       | 136/500 [19:32<51:36,  8.51s/it]
 27%|██▋       | 137/500 [19:32<51:25,  8.50s/it]
                                                 

 27%|██▋       | 137/500 [19:40<51:25,  8.50s/it]
 28%|██▊       | 138/500 [19:40<51:18,  8.50s/it]
                                                 

 28%|██▊       | 138/500 [19:49<51:18,  8.50s/it]
 28%|██▊       | 139/500 [19:49<51:08,  8.50s/it]
                                                 

 28%|██▊       | 139/500 [19:57<51:08,  8.50s/it]
 28%|██▊       | 140/500 [19:57<51:02,  8.51s/it]
                                                 

 28%|██▊       | 140/500 [20:06<51:02,  8.51s/it]
 28%|██▊       | 141/500 [20:06<50:52,  8.50s/it]
                                                 

 28%|██▊       | 141/500 [20:14<50:52,  8.50s/it]
 28%|██▊       | 142/500 [20:14<50:44,  8.50s/it]
                                                 

 28%|██▊       | 142/500 [20:23<50:44,  8.50s/it]
 29%|██▊       | 143/500 [20:23<50:36,  8.51s/it]
                                                 

 29%|██▊       | 143/500 [20:31<50:36,  8.51s/it]
 29%|██▉       | 144/500 [20:31<50:23,  8.49s/it]
                                                 

 29%|██▉       | 144/500 [20:40<50:23,  8.49s/it]
 29%|██▉       | 145/500 [20:40<50:15,  8.49s/it]
                                                 

 29%|██▉       | 145/500 [20:48<50:15,  8.49s/it]
 29%|██▉       | 146/500 [20:48<50:09,  8.50s/it]
                                                 

 29%|██▉       | 146/500 [20:57<50:09,  8.50s/it]
 29%|██▉       | 147/500 [20:57<49:59,  8.50s/it]
                                                 

 29%|██▉       | 147/500 [21:05<49:59,  8.50s/it]
 30%|██▉       | 148/500 [21:05<49:52,  8.50s/it]
                                                 

 30%|██▉       | 148/500 [21:14<49:52,  8.50s/it]
 30%|██▉       | 149/500 [21:14<49:44,  8.50s/it]
                                                 

 30%|██▉       | 149/500 [21:22<49:44,  8.50s/it]
 30%|███       | 150/500 [21:22<49:31,  8.49s/it]
                                                 

 30%|███       | 150/500 [21:31<49:31,  8.49s/it]
 30%|███       | 151/500 [21:31<49:19,  8.48s/it]
                                                 

 30%|███       | 151/500 [21:39<49:19,  8.48s/it]
 30%|███       | 152/500 [21:39<49:13,  8.49s/it]
                                                 

 30%|███       | 152/500 [21:48<49:13,  8.49s/it]
 31%|███       | 153/500 [21:48<49:05,  8.49s/it]
                                                 

 31%|███       | 153/500 [21:56<49:05,  8.49s/it]
 31%|███       | 154/500 [21:56<48:53,  8.48s/it]
                                                 

 31%|███       | 154/500 [22:05<48:53,  8.48s/it]
 31%|███       | 155/500 [22:05<48:46,  8.48s/it]
                                                 

 31%|███       | 155/500 [22:13<48:46,  8.48s/it]
 31%|███       | 156/500 [22:13<48:40,  8.49s/it]
                                                 

 31%|███       | 156/500 [22:22<48:40,  8.49s/it]
 31%|███▏      | 157/500 [22:22<48:33,  8.49s/it]
                                                 

 31%|███▏      | 157/500 [22:30<48:33,  8.49s/it]
 32%|███▏      | 158/500 [22:30<48:26,  8.50s/it]
                                                 

 32%|███▏      | 158/500 [22:39<48:26,  8.50s/it]
 32%|███▏      | 159/500 [22:39<48:19,  8.50s/it]
                                                 

 32%|███▏      | 159/500 [22:47<48:19,  8.50s/it]
 32%|███▏      | 160/500 [22:47<48:12,  8.51s/it]
                                                 

 32%|███▏      | 160/500 [22:56<48:12,  8.51s/it]
 32%|███▏      | 161/500 [22:56<48:01,  8.50s/it]
                                                 

 32%|███▏      | 161/500 [23:04<48:01,  8.50s/it]
 32%|███▏      | 162/500 [23:04<47:53,  8.50s/it]
                                                 

 32%|███▏      | 162/500 [23:13<47:53,  8.50s/it]
 33%|███▎      | 163/500 [23:13<47:45,  8.50s/it]
                                                 

 33%|███▎      | 163/500 [23:21<47:45,  8.50s/it]
 33%|███▎      | 164/500 [23:21<47:37,  8.51s/it]
                                                 

 33%|███▎      | 164/500 [23:30<47:37,  8.51s/it]
 33%|███▎      | 165/500 [23:30<47:28,  8.50s/it]
                                                 

 33%|███▎      | 165/500 [23:38<47:28,  8.50s/it]
 33%|███▎      | 166/500 [23:38<47:20,  8.50s/it]
                                                 

 33%|███▎      | 166/500 [23:47<47:20,  8.50s/it]
 33%|███▎      | 167/500 [23:47<47:10,  8.50s/it]
                                                 

 33%|███▎      | 167/500 [23:55<47:10,  8.50s/it]
 34%|███▎      | 168/500 [23:55<47:01,  8.50s/it]
                                                 

 34%|███▎      | 168/500 [24:04<47:01,  8.50s/it]
 34%|███▍      | 169/500 [24:04<46:54,  8.50s/it]
                                                 

 34%|███▍      | 169/500 [24:12<46:54,  8.50s/it]
 34%|███▍      | 170/500 [24:12<46:46,  8.50s/it]
                                                 

 34%|███▍      | 170/500 [24:21<46:46,  8.50s/it]
 34%|███▍      | 171/500 [24:21<46:36,  8.50s/it]
                                                 

 34%|███▍      | 171/500 [24:29<46:36,  8.50s/it]
 34%|███▍      | 172/500 [24:29<46:25,  8.49s/it]
                                                 

 34%|███▍      | 172/500 [24:38<46:25,  8.49s/it]
 35%|███▍      | 173/500 [24:38<46:23,  8.51s/it]
                                                 

 35%|███▍      | 173/500 [24:46<46:23,  8.51s/it]
 35%|███▍      | 174/500 [24:46<46:10,  8.50s/it]
                                                 

 35%|███▍      | 174/500 [24:55<46:10,  8.50s/it]
 35%|███▌      | 175/500 [24:55<46:03,  8.50s/it]
                                                 

 35%|███▌      | 175/500 [25:03<46:03,  8.50s/it]
 35%|███▌      | 176/500 [25:03<45:56,  8.51s/it]
                                                 

 35%|███▌      | 176/500 [25:12<45:56,  8.51s/it]
 35%|███▌      | 177/500 [25:12<45:46,  8.50s/it]
                                                 

 35%|███▌      | 177/500 [25:20<45:46,  8.50s/it]
 36%|███▌      | 178/500 [25:20<45:38,  8.50s/it]
                                                 

 36%|███▌      | 178/500 [25:29<45:38,  8.50s/it]
 36%|███▌      | 179/500 [25:29<45:28,  8.50s/it]
                                                 

 36%|███▌      | 179/500 [25:37<45:28,  8.50s/it]
 36%|███▌      | 180/500 [25:37<45:16,  8.49s/it]
                                                 

 36%|███▌      | 180/500 [25:46<45:16,  8.49s/it]
 36%|███▌      | 181/500 [25:46<45:08,  8.49s/it]
                                                 

 36%|███▌      | 181/500 [25:54<45:08,  8.49s/it]
 36%|███▋      | 182/500 [25:54<45:01,  8.49s/it]
                                                 

 36%|███▋      | 182/500 [26:03<45:01,  8.49s/it]
